variable,fuel,country,unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Energy Consumption,total,Saint Lucia,Quad Btu,0.002,0.001,0.002,0.001,0.001,0.002,0.00179887,0.001961371,0.002503728,0.002995219,0.002995219,0.002995219,0.002503728,0.002995219,0.002949863,0.002949863,0.0029571,0.002949863,0.002949863,0.002949899,0.004998782,0.005841735,0.004898136,0.005840116,0.005878621,0.005610766,0.005659857,0.005851651,0.00602839,0.00586669,0.006263622,0.006447349,0.006389703,0.006357768,0.006478213,0.00655773,0.006537025
Energy Consumption,total,Saint Pierre and Miquelon,Quad Btu,0.002,0.002,0.002,0.002,0.002,0.002,0.002704659,0.003048135,0.003074326,0.003666759,0.003901011,0.003482986,0.00298473,0.0017009,0.001736042,0.001196409,0.001202215,0.001275675,0.0017009,0.0017009,0.00192012,0.00192012,0.001093938,0.001357372,0.001270463,0.001357372,0.001357372,0.001444281,0.001444281,0.001444281,0.001550702,0.001568004,0.00153284,0.001593726,0.001722931,0.001722931,0.001772304
Energy Consumption,total,Saint Vincent/Grenadines,Quad Btu,0.001284596,0.001197701,0.001292172,0.00129336,0.00125368,0.001419622,0.00128462,0.001315121,0.001546579,0.002272192,0.002249513,0.002032308,0.001534314,0.002133747,0.001751553,0.002103128,0.001755494,0.002333873,0.002757186,0.002757868,0.002529281,0.002572146,0.002769341,0.003060493,0.003658751,0.003695777,0.003672244,0.003808815,0.003807547,0.004507836,0.003741761,0.003241759,0.003692858,0.003222006,0.003626561,0.003701694,0.003718379
Energy Consumption,total,Samoa,Quad Btu,0.001072716,0.001073171,0.002125448,0.00212624,0.00216704,0.002177599,0.002048912,0.002027534,0.002033605,0.001857326,0.001856726,0.001857406,0.001637081,0.001906411,0.001906586,0.001916798,0.001968882,0.001985715,0.002036172,0.002088404,0.003110266,0.003452417,0.002674671,0.002759736,0.002735309,0.002892027,0.003153594,0.003478254,0.003639176,0.003896203,0.003965535,0.004222362,0.00405631,0.004108582,0.004256396,0.004901959,0.00507416
Energy Consumption,total,Sao Tome and Principe,Quad Btu,0.001010716,0.001009171,0.001019632,0.00099912,0.00102152,0.001051576,0.000969441,0.000979671,0.000981159,0.000979775,0.001829985,0.001933482,0.001937293,0.001932466,0.001357747,0.001357715,0.001363667,0.001356923,0.001346598,0.001367301,0.001891145,0.001821168,0.002046889,0.001277494,0.00159649,0.00176814,0.001907223,0.002008826,0.001597751,0.001714191,0.001871873,0.001929453,0.002143394,0.002143544,0.002143358,0.002304956,0.00220247
Energy Consumption,total,Saudi Arabia,Quad Btu,1.663698,2.024508,1.96742,2.122646,2.46728,2.710652,3.008471585,3.0665143,3.183553324,3.12018366,3.342853831,3.492638302,3.683110119,3.777348564,3.876384872,3.818530119,4.105622211,4.35615224,4.534921332,4.858665204,5.101244533,5.296879599,5.510637419,5.76065538,6.293401616,6.66775466,6.941139674,7.160927039,7.704593232,8.025821979,8.805932314,9.151522525,9.762156575,9.756449015,10.35681684,10.90056351,10.83475545
Energy Consumption,total,Senegal,Quad Btu,0.037,0.036,0.037,0.035,0.042,0.041,0.039990714,0.040946707,0.034693396,0.035865156,0.036145951,0.033579299,0.040750104,0.043206312,0.051663937,0.055063072,0.055997206,0.051335821,0.054841155,0.059790903,0.067386328,0.073410932,0.07354993,0.07428484,0.081503463,0.083830259,0.083127503,0.087821808,0.091036895,0.085281178,0.090378629,0.098185424,0.093382004,0.097065955,0.105557309,0.112249356,0.118677667
Energy Consumption,total,Serbia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.699931388,0.694563749,0.691657025,0.663064637,0.682657666,0.692326604,0.650732823,0.64969027,0.578807717,0.640015423,0.655800788
Energy Consumption,total,Seychelles,Quad Btu,0.003,0.003,0.002,0.004,0.004,0.004,0.004500572,0.004977367,0.006626962,0.006895916,0.006317645,0.006983177,0.006923969,0.007236242,0.007236242,0.007737818,0.007777029,0.007825777,0.007825777,0.007825795,0.012832913,0.013804398,0.01204132,0.011991086,0.016736342,0.015490013,0.016393375,0.013631388,0.014515323,0.015822009,0.01461695,0.01257164,0.014273292,0.012702458,0.014856894,0.015854889,0.015594964
Energy Consumption,total,Sierra Leone,Quad Btu,0.011,0.011,0.011,0.011,0.011,0.012,0.012808488,0.013592095,0.01478842,0.014762385,0.01459385,0.01591955,0.011349289,0.011312729,0.010590256,0.012359016,0.012001132,0.012616104,0.012616165,0.012616165,0.00575395,0.007940363,0.008039849,0.007671822,0.008410464,0.006865629,0.009118818,0.00860042,0.008592323,0.009106038,0.009615325,0.012699165,0.013856623,0.016606881,0.018282091,0.015586936,0.015175142
Energy Consumption,total,Singapore,Quad Btu,0.442,0.463,0.49,0.487003075,0.514,0.498025854,0.571059313,0.632183524,0.672799225,0.731485798,0.801964216,0.832718181,0.958220089,1.039755354,1.188815985,1.145499335,1.355385863,1.453423092,1.537046535,1.633473675,1.654571131,1.747824125,1.72750124,1.9164052,2.067972634,2.140872213,2.316490647,2.515953226,2.596367555,2.597094864,2.928538697,3.137484642,3.160005789,3.199211089,3.228769096,3.321177514,3.51161312
Energy Consumption,total,Slovakia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,0.867085193,0.812524964,0.867309278,0.840163925,0.822608072,0.806575569,0.793861159,0.804785859,0.844311579,0.847947279,0.832709278,0.815203835,0.83768648,0.83082882,0.808228938,0.817558091,0.734896104,0.775667821,0.755797614,0.725921091,0.724919687,0.687596344,0.709144446,0.710487543
Energy Consumption,total,Slovenia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.226305015,0.239068445,0.24972604,0.268786093,0.295526234,0.282696538,0.281331943,0.278527082,0.276957498,0.288991206,0.288441025,0.284515553,0.301322843,0.302862133,0.303963478,0.304105277,0.32749828,0.297661135,0.302110212,0.294244651,0.290386063,0.281142667,0.284330861,0.267153622,0.281803907
Energy Consumption,total,Solomon Islands,Quad Btu,0.001,0.002,0.002,0.002,0.002,0.002,0.001723834,0.002018672,0.002815545,0.002804119,0.002804119,0.002804119,0.002815545,0.002804119,0.002804119,0.002804119,0.002815545,0.002804119,0.002804119,0.002804163,0.002571884,0.002616692,0.002616692,0.002704955,0.00271147,0.00271147,0.002756279,0.003054007,0.002950233,0.002935394,0.003109569,0.002998612,0.003051476,0.003425194,0.00349615,0.003467876,0.003598342
Energy Consumption,total,Somalia,Quad Btu,0.017,0.019,0.019,0.018,0.019,0.019,0.020366073,0.014911531,0.014957218,0.015641699,0.013882293,0.008545432,0.007688068,0.008182841,0.008182841,0.008182841,0.008227177,0.008182841,0.008182841,0.008182847,0.010242113,0.010578071,0.011245838,0.011347088,0.011261562,0.011476962,0.011648501,0.011973853,0.011730625,0.01167023,0.011618414,0.011618414,0.011618414,0.011618414,0.011618414,0.011618414,0.011670568
Energy Consumption,total,South Africa,Quad Btu,2.794442943,3.018633494,3.228381745,3.326107061,3.586111205,3.654148095,3.701598605,3.841855686,3.923827004,3.939169915,4.055240751,4.048045227,4.064212526,4.121519676,4.221547624,4.463447422,4.620367569,4.794332149,4.894711022,4.757287501,4.885571818,4.845217173,5.033991143,5.280087861,5.370234678,5.475131802,5.553157965,5.859586785,5.928317217,5.810715602,5.894308811,5.910435228,6.010307509,6.012948445,6.002213825,5.949226443,6.073816073
Energy Consumption,total,South Sudan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.020712966,0.021522285,0.022552491,0.015023969,0.016809496
Energy Consumption,total,Spain,Quad Btu,3.181392382,3.228609365,3.483862034,3.572719277,3.346947802,3.428695914,3.475070899,3.566440724,3.799488229,3.933876284,4.004611416,4.195250843,4.208744013,4.098716165,4.253714034,4.460415476,4.566484932,4.824923008,5.062619539,5.220471295,5.517524555,5.764658334,5.871176045,6.126667163,6.381829812,6.506181133,6.56584681,6.695732006,6.462115718,6.042486019,6.199530411,6.040485451,5.795416457,5.667388726,5.603657755,5.643677529,5.738094178
Energy Consumption,total,Sri Lanka,Quad Btu,0.088264166,0.089321002,0.091660386,0.089694167,0.10565649,0.09481552,0.094424511,0.099780719,0.099531266,0.095891477,0.106320627,0.104943242,0.105995255,0.125491464,0.137454677,0.145043703,0.147950153,0.162674895,0.168484633,0.178461982,0.197542608,0.193054705,0.195752921,0.203005246,0.210941008,0.22165883,0.221909556,0.225083147,0.224311656,0.213850183,0.243903361,0.270966838,0.279498037,0.284555071,0.304687839,0.342584161,0.361880469
Energy Consumption,total,Sudan,Quad Btu,0.057468008,0.061083865,0.066346467,0.064402503,0.0601544,0.066876528,0.074399729,0.071308327,0.077178573,0.07492782,0.068569045,0.093332518,0.087296496,0.082873243,0.076056627,0.070566095,0.071685688,0.073644456,0.072942863,0.079329242,0.110448373,0.118045255,0.138733468,0.14380538,0.157289344,0.182084305,0.215688852,0.228867621,0.244306725,0.263367685,0.298140905,0.287874958,0.278393243,0.291527377,0.29946275,0.300676604,0.357253632
Energy Consumption,total,Suriname,Quad Btu,0.040172607,0.035623727,0.034987159,0.024511293,0.02383224,0.028050014,0.026239753,0.018436571,0.022356364,0.029436848,0.034447635,0.034899743,0.033879727,0.035526578,0.035493081,0.03357627,0.033709914,0.034289084,0.034217334,0.034428708,0.028828573,0.027852596,0.030961896,0.027756128,0.031103246,0.031653255,0.035052142,0.032548028,0.038478435,0.038870942,0.04735072,0.039860252,0.044889063,0.043566123,0.04530439,0.044228098,0.038350384
Energy Consumption,total,Swaziland,Quad Btu,0.009613045,0.009086402,0.008720641,0.007496438,0.008244599,0.010765025,0.010278559,0.010784357,0.011756035,0.011987267,0.01161781,0.012082439,0.012560652,0.011608122,0.015384883,0.014547821,0.01439377,0.016375128,0.016471452,0.016557468,0.018175769,0.018576931,0.018872878,0.01659069,0.01680345,0.0177032,0.017242918,0.01673897,0.017753351,0.017874194,0.018143485,0.018406665,0.018889054,0.018122381,0.019346185,0.019042776,0.019069674
Energy Consumption,total,Sweden,Quad Btu,2.080268796,2.045919692,1.887118468,1.946709653,2.035691222,2.175914628,2.205234265,2.269874755,2.231902669,2.204008841,2.225950467,2.229222518,2.268139487,2.244676866,2.269655167,2.313321821,2.281674058,2.327472426,2.409044556,2.366406919,2.274248226,2.410930437,2.289846759,2.181182021,2.335880072,2.356055154,2.251343407,2.269730808,2.232761569,2.065594449,2.220906132,2.161611582,2.223207969,2.11687729,2.114189386,2.147146402,2.169875924
Energy Consumption,total,Switzerland,Quad Btu,1.138062954,1.054999859,1.032686178,1.085116076,1.056402545,1.148223077,1.159643478,1.163260568,1.18224672,1.146709221,1.161105063,1.209942456,1.223936409,1.215602426,1.236131671,1.229343127,1.203311126,1.228376114,1.253498637,1.316447751,1.286877114,1.346990629,1.273974674,1.287597739,1.279594955,1.251627482,1.275738449,1.275253794,1.307986411,1.27835509,1.30637962,1.228857327,1.275503118,1.299053545,1.242606101,1.209109723,1.184681095
Energy Consumption,total,Syria,Quad Btu,0.273936521,0.289648222,0.294884608,0.334072282,0.367868135,0.384996177,0.384900937,0.431729682,0.452318808,0.482626717,0.560215944,0.519019646,0.535262952,0.592944151,0.630962084,0.606845912,0.65339352,0.695310252,0.748639385,0.770538606,0.742722702,0.734018696,0.795167252,0.772105833,0.858069003,0.968893453,1.011070615,1.042906029,1.058843083,0.99095773,1.025058038,0.928930181,0.721471868,0.547477697,0.501153865,0.452100521,0.438654003
Energy Consumption,total,Taiwan,Quad Btu,1.109135749,1.066294901,1.068348537,1.213237759,1.399891816,1.448775322,1.534994007,1.648702812,1.788885206,1.891409661,2.01787033,2.071037602,2.188169292,2.330976966,2.50155215,2.701510261,2.916783063,3.023436649,3.208585385,3.351804526,3.584929556,3.692902674,3.860961786,4.052930658,4.209728963,4.284375464,4.373774759,4.580795253,4.410097771,4.343731002,4.64080978,4.605014482,4.53818023,4.564786467,4.694343798,4.678954237,4.764669176
Energy Consumption,total,Tajikistan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.291598909,0.261127686,0.253475373,0.208927856,0.231202468,0.219348224,0.226675162,0.255718019,0.201870833,0.210677751,0.216959892,0.227750163,0.231726632,0.236488004,0.231863191,0.218734682,0.20979904,0.188919486,0.195416243,0.19273379,0.203305599,0.210917119,0.21578851,0.218103217,0.216692309
Energy Consumption,total,Tanzania,Quad Btu,0.039281024,0.043679675,0.042774782,0.040221364,0.042449425,0.042666023,0.049012458,0.045632541,0.047899163,0.049106064,0.054974778,0.05002734,0.052997545,0.054992758,0.048941903,0.048646157,0.051197657,0.049115125,0.055712145,0.058496374,0.059552558,0.06862624,0.075574247,0.077061822,0.093646069,0.097918938,0.100759731,0.11008813,0.114127057,0.11345455,0.12975047,0.132823304,0.158857215,0.165755278,0.172108199,0.206555137,0.23434584
Energy Consumption,total,Thailand,Quad Btu,0.507110535,0.544227964,0.530159323,0.566347369,0.628643768,0.682749031,0.714330682,0.796127206,0.903068367,1.062661898,1.246074173,1.362162942,1.464816219,1.676690088,1.865190001,2.10983573,2.381002325,2.548877213,2.394122794,2.445601169,2.561411797,2.712025986,3.028664426,3.311741489,3.582330653,3.684971405,3.75497186,3.87970445,3.917120983,4.07953346,4.409382784,4.520175233,4.830959883,5.085330366,5.155087681,5.228027712,5.418604501
Energy Consumption,total,Timor-Leste (East Timor),Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.002771,0.002583076,0.002592068,0.002644516,0.002737274,0.003016695,0.00373266,0.003503897,0.003635614,0.004598262,0.006951834,0.007863832,0.007575377,0.007698704
Energy Consumption,total,Togo,Quad Btu,0.01000208,0.009083026,0.00929875,0.008943696,0.01107912,0.010527552,0.009571396,0.008684608,0.009258432,0.010017286,0.010349276,0.016885096,0.012664873,0.011023662,0.010639821,0.011716063,0.011234237,0.010981486,0.012044873,0.01680721,0.015908408,0.014033715,0.016037677,0.018578725,0.01945577,0.018454552,0.015897464,0.019483024,0.023676802,0.041269168,0.039586527,0.036643776,0.035098003,0.034631789,0.037368148,0.037720427,0.040998322
Energy Consumption,total,Tonga,Quad Btu,0.000868,0.001272,0.001186,0.001272,0.001276,0.001326,0.000782595,0.001735454,0.001170123,0.001680817,0.001680817,0.001723046,0.001589106,0.001583463,0.00175547,0.001586691,0.00180324,0.001886969,0.001918613,0.001918646,0.001990179,0.001693241,0.001920285,0.001799039,0.001666132,0.001774258,0.001995766,0.00170861,0.001845121,0.002005369,0.001822789,0.001724913,0.001748405,0.001696758,0.001834027,0.001912904,0.001895233
Energy Consumption,total,Trinidad and Tobago,Quad Btu,0.173645,0.166645,0.16759,0.184715,0.25064,0.27372,0.205737801,0.1918456,0.197705058,0.212658113,0.225643739,0.253154778,0.24760652,0.271792931,0.311303244,0.325266724,0.35943014,0.389558669,0.387394554,0.398591892,0.439967055,0.482553908,0.516975594,0.624331317,0.582383454,0.66391507,0.847924242,0.855910666,0.914831675,0.874149335,0.956333809,0.971807476,0.931169344,1.032471459,1.01192904,0.984912049,0.893077194
Energy Consumption,total,Tunisia,Quad Btu,0.129599424,0.142418221,0.135515842,0.152790414,0.16759582,0.171476978,0.18147127,0.16836121,0.181576808,0.202107313,0.200465907,0.165602875,0.191952749,0.218585655,0.236442865,0.213746589,0.229687958,0.266457947,0.286388312,0.289172698,0.303843937,0.337050396,0.333990491,0.328834619,0.335748928,0.36336786,0.343697394,0.306328671,0.354355663,0.294653383,0.303003896,0.289588363,0.3174257,0.336863988,0.370053867,0.38093851,0.382460038
Energy Consumption,total,Turkey,Quad Btu,1.001691006,0.941195213,1.088414972,1.132838967,1.189570823,1.307082547,1.451899677,1.641648926,1.69301095,1.786719178,1.94089334,1.99174269,2.097164887,2.294564285,2.257541407,2.529086243,2.77836151,2.910392363,2.999830051,2.93312882,3.187898617,2.90754676,3.153453852,3.318897238,3.509517819,3.73048594,4.069054426,4.380823084,4.275331559,4.326828246,4.505366053,4.825364929,5.057691585,5.086404503,5.213613508,5.752496305,5.969057701
Energy Consumption,total,Turkmenistan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.30355719,0.289556735,0.283242265,0.303125629,0.302906085,0.308983393,0.28496834,0.319728751,0.459470298,0.541104651,0.635580592,0.798665415,0.838395117,0.887688121,0.689875323,0.6609422,0.54049011,0.880595183,1.03556074,1.202445088,1.381824412,1.417674898,1.451438199,1.786051598,1.766416641
Energy Consumption,total,Turks and Caicos Islands,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378194,0.00037923,0.000378193,0.000416016,0.000416016,0.001972834,0.001094507,0.001789084,0.001867997,0.001954906,0.00173818,0.001998907,0.002693086,0.002997268,0.002520361,0.00260727,0.00260727,0.00260727,0.002628997,0.002824543,0.002911452,0.003054738
Energy Consumption,total,U.S. Pacific Islands,Quad Btu,0.002,0.002,0.002,0.002,0.002,0.002167152,0.001626951,0.001626951,0.002932883,0.004084009,0.004508334,0.004509354,0.004217763,0.003885524,0.003885524,0.004196274,0.004217763,0.004196274,0.004196274,0.004196306,0.00428878,0.00428878,0.00428878,0.00428878,0.00428878,0.00428878,0.004476935,0.004476935,0.00450016,0.004476935,0.004956992,0.004476935,0.00450016,0.004476935,0.004476935,0.004476935,0.00425686
Energy Consumption,total,U.S. Territories,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy Consumption,total,Uganda,Quad Btu,0.015589538,0.011751642,0.013075217,0.012652953,0.013652288,0.013827136,0.01507091,0.013727584,0.017904901,0.017828384,0.019426094,0.020595265,0.022970519,0.02354508,0.024751489,0.024761966,0.026039575,0.027017526,0.028909158,0.028976266,0.034768109,0.035949908,0.03698859,0.038960309,0.040723208,0.047023659,0.045681197,0.055271797,0.056693796,0.057825499,0.06631684,0.070376022,0.067843278,0.072209349,0.088650707,0.088550711,0.095176956
Energy Consumption,total,Ukraine,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,9.324599553,8.942823577,7.573339852,7.189761566,6.45468859,6.270646086,6.047224748,6.14359259,5.960665742,5.833290267,6.013278821,6.487807632,5.912980928,5.908504263,6.146800952,6.439696038,6.306423599,4.673479528,5.167752445,5.665230423,5.171416757,4.902858423,4.39700898,3.870187991,3.889533171
Energy Consumption,total,United Arab Emirates,Quad Btu,0.266935,0.436596,0.414554,0.510554,0.581654,0.796719,0.90754461,1.06888718,1.17094278,1.26824717,1.227671762,1.48782599,1.613711248,1.509681822,1.4888921,1.60472506,1.66964338,1.767974675,1.837839749,1.864119302,2.090484577,2.269889049,2.371302832,2.441749429,2.583086183,2.66615483,2.820830559,3.095096681,3.575799612,3.508892022,3.633951072,4.033850255,3.988572362,4.156671206,4.228288063,4.63342785,4.709657254
Energy Consumption,total,United Kingdom,Quad Btu,8.995225054,8.556118153,8.462049226,8.487434939,8.375722041,8.727704442,8.991055687,9.04431068,9.115973666,9.140773174,9.290343276,9.592433248,9.518088731,9.65983379,9.681245122,9.708968906,10.23339183,9.82119568,9.864257953,9.89659406,9.903442809,9.977433006,9.844430054,9.899872395,9.939812569,9.909785076,9.806700908,9.45858654,9.352804565,8.818252772,9.187186038,8.616471822,8.754288837,8.728715249,8.273297248,8.349460709,8.769488138
Energy Consumption,total,United States,Quad Btu,78.06731759,76.22497445,73.22366633,73.08941872,77.20175033,76.92430434,77.08146293,79.48240584,83.16102558,85.18595798,84.92615786,84.95501154,86.30394782,88.03599222,89.76233406,91.76237347,94.82731124,95.40750958,95.79486245,97.53377138,99.75222052,96.97620723,98.51894016,98.74137837,100.9681159,155.0071463,154.9178817,156.4733809,151.6590933,146.2805914,150.5891901,148.8272763,146.1122621,150.267757,151.3943244,151.9810986,152.6413218
Energy Consumption,total,Uruguay,Quad Btu,0.10969026,0.103582541,0.098508325,0.120633095,0.117436006,0.108584377,0.114167893,0.12114006,0.119544376,0.104600811,0.134670318,0.119189952,0.137399786,0.141433176,0.139318344,0.123896526,0.129268604,0.141057476,0.177116842,0.159267123,0.164165269,0.180307832,0.160531183,0.160822466,0.154707427,0.166591465,0.151824567,0.180330224,0.189959514,0.20082783,0.207357013,0.202194209,0.203182219,0.211299283,0.215814704,0.218322399,0.225115303
Energy Consumption,total,Uzbekistan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,1.679307321,2.089935306,1.762165939,1.862110713,1.880071265,1.877433843,1.845845699,1.852541186,1.951345936,2.031380349,2.075399066,2.114142466,2.219088196,2.084955394,2.154744214,2.122947185,2.237955178,1.996333172,1.97133417,2.156493457,2.140228106,1.967916279,2.148176843,2.014810099,1.764057936
Energy Consumption,total,Vanuatu,Quad Btu,0.002,0.002,0.002,0.001,0.002,0.002,0.001647149,0.00191083,0.00188554,0.001651164,0.001651164,0.001761064,0.001448003,0.001444466,0.001444466,0.001444466,0.001448003,0.001444466,0.001444466,0.001444533,0.001606348,0.001902946,0.00177024,0.001625359,0.001616301,0.001616334,0.001426744,0.001967185,0.001939716,0.002483515,0.002585451,0.002630893,0.002391042,0.002229233,0.002826802,0.002502803,0.002670927
Energy Consumption,total,Venezuela,Quad Btu,1.585673478,1.723115802,1.74566476,1.683563251,1.712331951,1.741536945,1.882559726,1.920270059,1.931301748,2.0554814,2.08130785,2.212929547,2.22136308,2.295726285,2.433897115,2.473854428,2.573352294,2.663219502,2.81422648,2.645540695,2.732616681,2.996438142,2.854358953,2.629556607,2.961502294,3.005357638,3.168584016,2.992270005,3.175172036,3.110986245,3.189876902,3.176917362,3.442048725,3.255153082,3.313349724,3.098897698,2.752176731
Energy Consumption,total,Vietnam,Quad Btu,0.169676408,0.18867006,0.203048676,0.205337199,0.206799051,0.208368388,0.223959242,0.255033314,0.257104832,0.259121803,0.278990157,0.30286659,0.317605494,0.33914117,0.38959369,0.458066436,0.544467553,0.604520175,0.634987974,0.705357976,0.739897294,0.850106741,0.953889093,1.020741037,1.158671805,1.286566994,1.361100057,1.482043281,1.684174781,1.803802913,1.956681707,2.153602414,2.299617036,2.374969956,2.58927963,2.834123792,3.19915582
Energy Consumption,total,U.S. Virgin Islands,Quad Btu,0.04,0.04,0.04,0.04,0.04,0.04,0.042526461,0.042700868,0.041748512,0.041584401,0.04163971,0.041759958,0.041719328,0.042588784,0.041146501,0.040977952,0.04001899,0.039918749,0.040047993,0.041384019,0.132034808,0.191787342,0.1904391,0.223987681,0.229642104,0.224631748,0.239029486,0.223253339,0.129623509,0.112873924,0.102258683,0.067611568,0.038736843,0.020624677,0.042003706,0.041302261,0.034139856
Energy Consumption,total,British Virgin Islands,Quad Btu,0.000648,0.00102,0.001022,0.00102,0.000938,0.000966,0.00051285,0.001321544,0.001324957,0.001321544,0.001321544,0.001321544,0.001324957,0.001321544,0.001321544,0.001321544,0.001709476,0.001705013,0.001705013,0.001705046,0.00198547,0.001527765,0.001616028,0.001726392,0.001814655,0.0018668,0.002067311,0.00221641,0.002530469,0.002748508,0.002882416,0.002996707,0.002979105,0.002979133,0.00252418,0.00253287,0.002566914
Energy Consumption,total,Wake Island,Quad Btu,0.019,0.019,0.019,0.019,0.019,0.018,0.018957345,0.018957345,0.018643554,0.018543435,0.017857808,0.017857808,0.01822851,0.018129525,0.018120035,0.018533945,0.018530214,0.018691285,0.018691285,0.018691285,0.018697476,0.018697476,0.019034732,0.019034732,0.019034732,0.018878837,0.01964036,0.01964036,0.019746224,0.01964036,0.019317171,0.01964036,0.019746224,0.01964036,0.01964036,0.01964036,0.019746224
Energy Consumption,total,Western Sahara,Quad Btu,0.002,0.002,0.003,0.003,0.003,0.003,0.002693074,0.002738025,0.002744544,0.002738025,0.002950637,0.002950637,0.002957739,0.002819158,0.002819158,0.003360225,0.003375687,0.003360225,0.003360225,0.003360306,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003657328,0.003647336,0.003647336,0.003647336,0.003654738
Energy Consumption,total,Yemen,Quad Btu,0.096,0.098,0.115,0.104,0.132,0.147,0.14051916,0.13969429,0.14372637,0.153514255,0.16057518,0.16634929,0.174367584,0.14352092,0.13591797,0.150717625,0.151614036,0.15685683,0.16974701,0.1273393,0.205394467,0.220808686,0.222743816,0.25575915,0.269638515,0.284361345,0.283937105,0.301951058,0.317135878,0.350699701,0.340613073,0.286870423,0.247739389,0.338658621,0.320392809,0.251399741,0.143787876
Energy Consumption,total,Zambia,Quad Btu,0.132504703,0.133145243,0.13515762,0.134162328,0.130423343,0.128594248,0.128487597,0.119460282,0.12169301,0.104331316,0.112502487,0.107910961,0.110760682,0.106227676,0.106007385,0.10150002,0.096429338,0.104968777,0.102006262,0.099460242,0.099686377,0.104546577,0.107502322,0.111016435,0.113799182,0.120673143,0.124865188,0.117866276,0.121268204,0.123995426,0.129408722,0.144868822,0.155815688,0.165334016,0.177671702,0.17098923,0.155143075
Energy Consumption,total,Zimbabwe,Quad Btu,0.140868538,0.141554278,0.134491976,0.139530655,0.138053313,0.147222324,0.16406837,0.185420924,0.182350078,0.197685027,0.209243552,0.213213009,0.196683567,0.189491047,0.181671186,0.179630034,0.185262259,0.182755192,0.182825733,0.211014676,0.199825763,0.187567514,0.18700857,0.180776218,0.168023464,0.174326023,0.174499777,0.171182909,0.142438797,0.141121525,0.15774734,0.171249861,0.186914031,0.189558756,0.186048343,0.183529919,0.158088819
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Consumption,Coal,Afghanistan,Quad Btu,0.002479248,0.002604252,0.003020933,0.003020933,0.003083435,0.003145937,0.003333443,0.003479281,0.002875095,0.00264592,0.002187572,0.001958398,0.000166672,0.000145838,0.000125004,0.00010417,6.25E-05,4.17E-05,4.17E-05,2.08E-05,2.08E-05,0.000541685,0.000437514,0.000729191,0.000708357,0.000687523,0.000729191,0.005062667,0.007229405,0.010417009,0.015104664,0.03083431,0.025834152,0.028063389,0.031613501,0.028438401,0.03537612
Energy Consumption,Coal,Albania,Quad Btu,0.024584487,0.026020643,0.029386939,0.031796251,0.034348085,0.036614875,0.036034046,0.037681784,0.037890889,0.037476998,0.032640499,0.018603006,0.005343584,0.003544281,0.002872867,0.002136281,0.001672486,0.001244914,0.000760516,0.000907662,0.001106355,0.001262247,0.00095852,0.000954208,0.000912147,0.000826441,0.001691938,0.002481978,0.002998806,0.004164852,0.003737294,0.003521587,0.003157892,0.002812672,0.003558214,0.002992558,0.002335654
Energy Consumption,Coal,Algeria,Quad Btu,0.002614427,0.007674619,0.039159498,0.033424918,0.034465006,0.034464991,0.041970513,0.045400039,0.045428177,0.041014686,0.028252183,0.031485003,0.029095597,0.022630099,0.022967504,0.013493948,0.008939684,0.015236602,0.017654056,0.017766393,0.011300762,0.015376907,0.020605617,0.016979254,0.016795794,0.018314145,0.019474682,0.015373496,0.01567704,0.003821761,7.96E-05,5.65E-05,0.00033495,0.001109634,0.001079212,0.000698246,0.000697224
Energy Consumption,Coal,American Samoa,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy Consumption,Coal,Angola,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy Consumption,Coal,Antarctica,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
