variable,fuel,country,unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Energy Consumption,Petroleum and Other Liquids,French Guiana,Quad Btu,0.005,0.004,0.006,0.006,0.005,0.005,0.005315742,0.006071562,0.006976814,0.008023492,0.009582354,0.010525495,0.008682426,0.011578312,0.011578312,0.013501388,0.013308001,0.013501388,0.013501388,0.01350139,0.007679289,0.008593572,0.007496205,0.009463088,0.009288299,0.00908333,0.007952483,0.008984807,0.009061195,0.011649281,0.010469834,0.011461398,0.009338144,0.010277209,0.010907776,0.010385924,0.010631304
Energy Consumption,Petroleum and Other Liquids,French Polynesia,Quad Btu,0.003,0.005,0.006,0.008,0.012,0.011,0.013653217,0.013799686,0.013611052,0.013727841,0.012908525,0.012970429,0.012127557,0.012094649,0.009563487,0.009962176,0.009797106,0.009962176,0.009962176,0.009962193,0.010977871,0.012259067,0.012847083,0.013783305,0.013468097,0.014093673,0.013725059,0.014442244,0.014855831,0.01478395,0.014804445,0.014235626,0.013869429,0.014042561,0.013725708,0.014356991,0.014002736
Energy Consumption,Petroleum and Other Liquids,Gabon,Quad Btu,0.023,0.026,0.023,0.03,0.025,0.023,0.020781713,0.022044066,0.024571666,0.033233214,0.032709329,0.033250588,0.03446783,0.032132483,0.032890844,0.02964603,0.031628951,0.033470938,0.0323901,0.039038612,0.028023374,0.030249704,0.029573016,0.028697292,0.029279493,0.033053906,0.032961183,0.034859164,0.034908351,0.033995167,0.04236977,0.044340343,0.045717777,0.049989639,0.04806988,0.047393002,0.044125692
Energy Consumption,Petroleum and Other Liquids,Gambia,Quad Btu,0.002,0.002,0.002,0.002,0.002,0.002,0.002197047,0.002674893,0.002682107,0.002674893,0.002687595,0.002674893,0.002682107,0.002887506,0.003328075,0.00307924,0.003087562,0.00307924,0.003286195,0.00328621,0.004318428,0.004704081,0.004684185,0.004684185,0.004943141,0.004985012,0.005417712,0.005610326,0.005828952,0.006253467,0.006821735,0.007170085,0.00699453,0.00696118,0.007699282,0.007883105,0.008128478
Energy Consumption,Petroleum and Other Liquids,Georgia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.057875726,0.033331873,0.015552139,0.016670134,0.029379552,0.030841588,0.03173675,0.051262644,0.031742263,0.02544968,0.024972256,0.025154379,0.025898241,0.033449463,0.033026702,0.042066947,0.037538005,0.03969533,0.042179922,0.04432809,0.0441899,0.04539067,0.047830848,0.05372743,0.066662142
Energy Consumption,Petroleum and Other Liquids,Germany,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,5.831183815,5.872095,5.993785886,5.938289878,5.923539375,6.036963802,6.009670504,6.025210662,5.842131232,5.720481853,5.796210315,5.597451473,5.533565353,5.48439254,5.46018054,5.485513332,5.001530062,5.264626692,5.054653068,5.149762723,4.98879021,5.014536526,5.109955515,5.001642944,4.999041565,4.974866208
Energy Consumption,Petroleum and Other Liquids,East Germany,Quad Btu,0.810557142,0.762028385,0.79634824,0.720836675,0.792742458,0.767688075,0.763816838,0.717722551,0.673045735,0.622686257,0.5822079,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Energy Consumption,Petroleum and Other Liquids,West Germany,Quad Btu,5.72267535,5.151219085,4.97770794,4.86337461,4.522584049,4.730380698,5.032150202,4.91413026,4.970185688,4.693783721,4.941805786,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Energy Consumption,Petroleum and Other Liquids,Ghana,Quad Btu,0.033,0.029,0.033,0.029,0.033,0.028,0.032625854,0.037794144,0.044482542,0.049761545,0.041898241,0.041385525,0.046549271,0.048154779,0.053533419,0.055165042,0.056395586,0.053282153,0.054540709,0.063071964,0.074430572,0.074600482,0.078420336,0.079496472,0.088219994,0.088902088,0.086565077,0.09624414,0.097998557,0.116664911,0.117916499,0.133484628,0.15197024,0.154358719,0.154628292,0.17245563,0.17643945
Energy Consumption,Petroleum and Other Liquids,Gibraltar,Quad Btu,0.007,0.008,0.007,0.006,0.005,0.012,0.018503169,0.018940033,0.024845654,0.021123025,0.022024064,0.02250079,0.040196156,0.042381582,0.042594194,0.042594194,0.042710393,0.042594194,0.048913942,0.042805903,0.119759543,0.131712236,0.145462765,0.167166505,0.159577517,0.178630768,0.17451764,0.188691569,0.183519221,0.194336542,0.187859922,0.186975954,0.188620106,0.173709309,0.164229861,0.168074454,0.170339694
Energy Consumption,Petroleum and Other Liquids,Greece,Quad Btu,0.570133572,0.545508925,0.512793975,0.494219855,0.494441622,0.512029769,0.522370944,0.565354559,0.593662592,0.631459277,0.664659432,0.668352215,0.683869561,0.702005069,0.718591179,0.749240606,0.776283106,0.787086071,0.824125468,0.805403489,0.84281902,0.853736536,0.85864054,0.901176958,0.884434134,0.887279239,0.93274692,0.94233111,0.903135269,0.844451467,0.774759208,0.734141476,0.639735725,0.587735889,0.589308676,0.613602639,0.615374764
Energy Consumption,Petroleum and Other Liquids,Greenland,Quad Btu,0.008,0.007,0.007,0.005,0.008,0.007,0.004761882,0.003294473,0.007708899,0.006796787,0.007763698,0.007668115,0.006815285,0.006968799,0.007009276,0.007009276,0.007428261,0.007620578,0.007620684,0.007620701,0.008410839,0.007845931,0.007324477,0.008235967,0.007776401,0.009651072,0.008772641,0.010090213,0.008772019,0.009202961,0.012036577,0.011470147,0.009029996,0.008790343,0.007822882,0.008401949,0.008482534
Energy Consumption,Petroleum and Other Liquids,Grenada,Quad Btu,0.000669,0.000766,0.000851,0.000829,0.000853,0.000878,0.000945975,0.001164638,0.001209296,0.001206494,0.001793621,0.001793621,0.001849169,0.002125772,0.002437925,0.002220373,0.002377653,0.003146462,0.002728506,0.002728532,0.002944203,0.003064312,0.003148728,0.003330809,0.003234494,0.0034012,0.003519108,0.003734979,0.003971559,0.003856071,0.003991101,0.003982103,0.004048848,0.0045715,0.00386105,0.004031687,0.004041316
Energy Consumption,Petroleum and Other Liquids,Guadeloupe,Quad Btu,0.007,0.01,0.013,0.013,0.015,0.013,0.013293758,0.015416876,0.017006125,0.018767607,0.020308089,0.021120725,0.020012331,0.022833378,0.023615391,0.024258776,0.024117716,0.024663123,0.024663123,0.024663123,0.028476308,0.029925623,0.030618751,0.03096759,0.030199876,0.029999808,0.031028369,0.032333125,0.030146483,0.029771191,0.031805923,0.034832391,0.026182731,0.025964716,0.025256155,0.027517066,0.027639108
Energy Consumption,Petroleum and Other Liquids,Guam,Quad Btu,0.053,0.074,0.058,0.055,0.019,0.009,0.015361578,0.010810866,0.011186488,0.01039093,0.026087034,0.02926132,0.035182807,0.046666103,0.067949264,0.050469536,0.044742625,0.050969696,0.042131731,0.04683399,0.047709922,0.066056882,0.045915398,0.038872407,0.0451893,0.052916668,0.055806638,0.040314751,0.025385925,0.04032835,0.035947667,0.03176485,0.034010609,0.028664733,0.027735401,0.029207811,0.02717786
Energy Consumption,Petroleum and Other Liquids,Guatemala,Quad Btu,0.061,0.052,0.052,0.054,0.047,0.053,0.046577541,0.04714789,0.051986713,0.052457618,0.054909177,0.052135104,0.063319976,0.068053411,0.077281085,0.085171473,0.089269816,0.09829012,0.119234915,0.120343785,0.125899973,0.132838741,0.134676778,0.136770304,0.126396013,0.130742579,0.137931799,0.150672158,0.134905848,0.153504767,0.136973868,0.13844785,0.140958113,0.142828005,0.150566067,0.171391398,0.184920768
Energy Consumption,Petroleum and Other Liquids,Guinea,Quad Btu,0.012,0.012,0.012,0.012,0.012,0.011,0.014102072,0.015140477,0.015352273,0.014761158,0.020014118,0.015379069,0.015902627,0.016699955,0.016891689,0.016699955,0.016745708,0.016891689,0.017103389,0.017103389,0.022405737,0.02344446,0.024312028,0.025433094,0.026339367,0.027287749,0.02819598,0.029466383,0.029910156,0.031762244,0.037426396,0.038902309,0.037007402,0.032447452,0.034227091,0.038058493,0.039283163
Energy Consumption,Petroleum and Other Liquids,Guinea-Bissau,Quad Btu,0.001,0.001,0.001,0.001,0.002,0.002,0.001572776,0.00271431,0.00312104,0.003156833,0.00386004,0.00386004,0.004100583,0.00449295,0.00449295,0.00449295,0.004312863,0.00449295,0.00449295,0.004492951,0.00340127,0.003463795,0.003538605,0.004113992,0.004256625,0.004311454,0.004409737,0.004685315,0.004563103,0.004727617,0.004851532,0.004922659,0.005019561,0.005138224,0.005395824,0.005577913,0.00575419
Energy Consumption,Petroleum and Other Liquids,Guyana,Quad Btu,0.021,0.024,0.02,0.017,0.02,0.02,0.019074609,0.014485528,0.014317225,0.009614419,0.009251062,0.010912783,0.012057102,0.015442905,0.015426042,0.013065321,0.014265033,0.015188626,0.01970572,0.023667658,0.023231663,0.022629285,0.022811451,0.023573397,0.022958103,0.020776394,0.018548624,0.023038874,0.021902489,0.022572729,0.024327861,0.02525602,0.028564786,0.027818582,0.027805509,0.028701784,0.029367645
Energy Consumption,Petroleum and Other Liquids,Haiti,Quad Btu,0.013,0.008,0.011,0.008,0.008,0.01,0.010269823,0.017415355,0.018917479,0.017626836,0.009829961,0.009636037,0.011237554,0.008814349,0.007548346,0.012972575,0.015286429,0.019855661,0.018406476,0.020562385,0.020993971,0.02305371,0.025805781,0.023741906,0.027704769,0.028963209,0.029670684,0.033364329,0.033364329,0.031393394,0.029263462,0.031393394,0.03370436,0.036321521,0.039735848,0.041483134,0.047535714
Energy Consumption,Petroleum and Other Liquids,Hawaiian Trade Zone,Quad Btu,0.095,0.109,0.1,0.095,0.115,0.11,0.064647121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Energy Consumption,Petroleum and Other Liquids,Honduras,Quad Btu,0.025,0.022,0.023,0.024,0.025,0.023,0.024244322,0.024410653,0.027576014,0.033566422,0.037480025,0.036994539,0.038343478,0.037445204,0.041938318,0.048489082,0.052910827,0.053758295,0.061155385,0.064416295,0.059294939,0.070058873,0.07378974,0.081483295,0.090899022,0.090726992,0.083594054,0.107377343,0.105043817,0.094030809,0.09677549,0.098927071,0.107302477,0.108133391,0.11708882,0.127664716,0.121565802
Energy Consumption,Petroleum and Other Liquids,Hong Kong,Quad Btu,0.273,0.281,0.272,0.257,0.247,0.235,0.241838306,0.247491791,0.261156555,0.261169618,0.268653505,0.279054837,0.31974869,0.333576749,0.381143768,0.392397995,0.3866185,0.390262563,0.406491631,0.611416939,0.552022372,0.532551315,0.556262842,0.565430832,0.651897718,0.610898576,0.657380333,0.717183068,0.645363118,0.794000785,0.898055134,0.791675749,0.730770364,0.744865531,0.686855054,0.831168275,0.876261489
Energy Consumption,Petroleum and Other Liquids,Hungary,Quad Btu,0.521554026,0.503080595,0.47472557,0.475944305,0.422006831,0.432976761,0.407633338,0.416972806,0.379672966,0.379626869,0.366837302,0.339861797,0.342664422,0.336308422,0.339433113,0.322224649,0.302499406,0.309819819,0.323145866,0.309106857,0.296351223,0.283963513,0.287232166,0.276204613,0.278333535,0.315671716,0.333054517,0.330422433,0.326998843,0.322149345,0.305799084,0.291454086,0.270690106,0.267650843,0.294292906,0.314161978,0.316083822
Energy Consumption,Petroleum and Other Liquids,Iceland,Quad Btu,0.023483292,0.021293005,0.01899825,0.021293005,0.022548344,0.022562934,0.022791001,0.024665335,0.025859366,0.027669948,0.028137407,0.026435938,0.028401016,0.029415632,0.029883951,0.030046867,0.033585149,0.033058934,0.033756193,0.033808421,0.034465193,0.032293009,0.033601019,0.033658098,0.035189792,0.035777577,0.037457864,0.03789744,0.034291681,0.031720946,0.030471411,0.029953567,0.029739215,0.031142277,0.032542517,0.036053485,0.039825179
Energy Consumption,Petroleum and Other Liquids,India,Quad Btu,1.371,1.553,1.559,1.628,1.74,1.868,1.98653002,2.06910762,2.28751647,2.40021664,2.435768735,2.482115705,2.659680642,2.7264624,2.93664181,3.26704711,3.481923432,3.658614365,3.66229758,4.0414041,4.711973071,4.723574278,4.895705178,5.045786937,5.267076282,5.283420067,5.741541566,6.127553373,6.335423363,6.410963423,6.599820897,6.917608953,7.295776007,7.344802191,7.669132444,8.44239969,8.92909155
Energy Consumption,Petroleum and Other Liquids,Indonesia,Quad Btu,0.854,0.95,1.002,0.987,0.99,0.971,0.983849835,1.03277261,1.098176412,1.217132285,1.35990313,1.452858045,1.47692895,1.59758383,1.614724595,1.636414355,1.781405082,1.965829045,1.881178975,2.0037916,2.470054626,2.47160401,2.496830389,2.550283021,2.800518727,2.837699697,2.668551279,2.779716274,2.876566775,2.90960882,3.048761379,3.125207767,3.256008515,3.155578974,3.22191644,3.117410323,3.214650468
Energy Consumption,Petroleum and Other Liquids,Iran,Quad Btu,1.252,1.239,1.396,1.67,1.62,1.659,1.75303149,1.82992823,1.849078848,2.038694725,2.11135199,2.257553835,2.284523688,2.33736218,2.36333485,2.385746215,2.341646406,2.550759065,2.52731402,2.276200225,2.708207119,2.850701164,2.822751373,2.908039277,3.063190352,3.202544112,3.485826095,3.596460543,3.772025888,3.905462056,3.680167828,3.463731225,3.824777953,3.923463972,3.960573937,3.635036975,3.607034366
Energy Consumption,Petroleum and Other Liquids,Iraq,Quad Btu,0.452,0.452,0.431,0.526,0.511,0.536,0.58643309,0.59445068,0.667734426,0.72642592,0.8281704,0.55511901,0.724129902,0.861873405,0.97761235,1.00400258,0.99779469,0.919644875,0.9370645,0.947060755,0.886093021,0.914296811,0.948307007,0.773521131,0.939104326,0.981444055,0.941913177,0.867847851,0.98373392,1.221522216,1.261545773,1.338577623,1.555098979,1.866226463,1.82256138,1.715629948,1.789107186
Energy Consumption,Petroleum and Other Liquids,Ireland,Quad Btu,0.256200201,0.221858315,0.1950925,0.17532118,0.176502686,0.174547114,0.208333099,0.186514711,0.165571624,0.170807393,0.191269771,0.205372541,0.210801895,0.216878277,0.237928353,0.244653175,0.25440077,0.281237588,0.313357811,0.354631924,0.361041171,0.377940045,0.368673759,0.364300955,0.380581907,0.410531549,0.424600792,0.402863111,0.399211083,0.343617264,0.341187425,0.299051299,0.28436726,0.288826736,0.288612701,0.300968034,0.315382923
Energy Consumption,Petroleum and Other Liquids,Israel,Quad Btu,0.350857482,0.35632614,0.35160815,0.32613626,0.269124773,0.282349906,0.304413892,0.33648841,0.360279888,0.3687874,0.381072703,0.382590651,0.384044287,0.422557849,0.44989118,0.482224563,0.467269408,0.4825131,0.475457274,0.491196179,0.528295886,0.488175293,0.51798422,0.530580127,0.516833423,0.482723668,0.5017127,0.515426254,0.507149439,0.475064037,0.513532982,0.505505978,0.605041958,0.455889084,0.4175856,0.442064347,0.448797091
Energy Consumption,Petroleum and Other Liquids,Italy,Quad Btu,4.16736018,4.04209249,3.845833815,3.77138075,3.643908661,3.596964517,3.65309141,3.823493601,3.861238356,3.995650593,3.930381816,3.893685658,3.984005535,3.954716483,3.908265861,4.060208265,4.019326445,4.036440279,4.052765328,3.92500936,3.851801701,3.804610454,3.892555309,3.870674704,3.803248909,3.690334175,3.688885427,3.585843622,3.463670546,3.189031619,3.182384339,3.071791627,2.822193545,2.578247309,2.591566526,2.610080838,2.544079798
Energy Consumption,Petroleum and Other Liquids,Jamaica,Quad Btu,0.116,0.098,0.085,0.09,0.074,0.066,0.065791287,0.07224164,0.081884594,0.093689441,0.098412395,0.103325259,0.111275163,0.113162666,0.116588957,0.130607439,0.134367018,0.1403352,0.143728605,0.14723297,0.143537927,0.146678451,0.145292263,0.151427237,0.148044303,0.152615147,0.175457349,0.178760452,0.151087607,0.118249814,0.108484553,0.11442427,0.106374325,0.115920725,0.113723162,0.115373648,0.11570175
Energy Consumption,Petroleum and Other Liquids,Japan,Quad Btu,10.7351072,10.41760151,9.774501075,9.41092202,9.608794339,9.069691044,9.185443106,9.304905437,9.959864796,10.34557566,10.69070201,10.75285528,10.98910262,10.74661152,11.28709344,11.32782202,11.43245438,11.30969205,10.88643799,11.15700039,10.91794837,10.67735754,10.51070424,10.77838594,10.53178611,10.50841042,10.22491376,9.949153036,9.491817708,8.6066474,8.759593298,8.802496261,9.411019267,9.074614237,8.601510111,8.370537507,8.118245358
Energy Consumption,Petroleum and Other Liquids,Jordan,Quad Btu,0.077,0.092,0.105,0.112,0.116,0.12,0.130262149,0.139650533,0.130626388,0.131722405,0.138838773,0.13093426,0.154463126,0.150888628,0.171705125,0.17850252,0.19458573,0.186473755,0.20084709,0.20221438,0.213737309,0.20516496,0.214810167,0.22072163,0.214992128,0.23279516,0.21827868,0.214195387,0.192986905,0.200132702,0.220217295,0.271021351,0.301650106,0.29117088,0.328148983,0.27819265,0.230370648
Energy Consumption,Petroleum and Other Liquids,Kazakhstan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.849526992,0.709390275,0.622537065,0.56015528,0.511206108,0.45476372,0.41322891,0.3102646,0.343450666,0.329857046,0.356104443,0.368656128,0.384390744,0.416543317,0.43681608,0.466726143,0.53680021,0.407592473,0.478710469,0.553139883,0.502244584,0.507464084,0.504762304,0.561949876,0.663194562
Energy Consumption,Petroleum and Other Liquids,Kenya,Quad Btu,0.085,0.083,0.082,0.078,0.076,0.078,0.081910234,0.072347417,0.081071159,0.087728407,0.087538644,0.076766545,0.085876154,0.087810861,0.091123856,0.096602506,0.101206466,0.092736244,0.106609967,0.107752672,0.131862666,0.122894172,0.117366387,0.104720643,0.117815847,0.131785576,0.145999549,0.145544458,0.149618785,0.172291246,0.177336685,0.182522366,0.169519676,0.181632877,0.184311304,0.213381774,0.234003198
Energy Consumption,Petroleum and Other Liquids,Kiribati,Quad Btu,0.000336,0.000398,0.000396,0.000397,0.000292,0.000292,0.000218761,0.000257563,0.000258144,0.000257563,0.000257563,0.000260355,0.000258144,0.000257563,0.000257563,0.000257563,0.000258144,0.000257563,0.000257563,0.000257576,0.000496226,0.000423423,0.000620575,0.000645183,0.000691051,0.000901517,0.001003302,0.000915651,0.001025108,0.00089432,0.000888705,0.000820201,0.000809325,0.0008187,0.000819913,0.000863368,0.00082492
Energy Consumption,Petroleum and Other Liquids,North Korea,Quad Btu,0.1,0.106,0.108,0.118,0.125,0.134,0.143014535,0.14534579,0.135073069,0.132830551,0.152107946,0.160090095,0.154698303,0.148977145,0.145618733,0.130351882,0.099050539,0.083873885,0.074681026,0.159625221,0.04379277,0.048545024,0.048677172,0.04740843,0.047805448,0.040142091,0.030721718,0.036729426,0.03765243,0.036433291,0.036207771,0.03721366,0.035737308,0.038608669,0.036856003,0.041919233,0.038814242
Energy Consumption,Petroleum and Other Liquids,South Korea,Quad Btu,1.186885662,1.17795939,1.17257126,1.23081869,1.194585982,1.176462491,1.255391899,1.321116576,1.5770968,1.810911428,2.20374494,2.656641486,3.211747244,3.526899918,3.853297132,4.200129979,4.396409798,4.711018603,3.982799773,4.323680753,4.438430296,4.419856102,4.440161426,4.50454765,4.475127314,4.632090631,4.640173132,4.817938396,4.59727249,4.672188899,4.795002307,4.788408023,4.966401398,5.002507212,5.060349332,5.359849857,5.667827666
Energy Consumption,Petroleum and Other Liquids,Kosovo,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.023312242,0.024795947,0.023271147,0.027171307,0.024694715,0.024877864,0.023370866,0.028511106,0.028897206
Energy Consumption,Petroleum and Other Liquids,Kuwait,Quad Btu,0.225,0.247,0.245,0.259,0.256,0.256,0.251983955,0.23935313,0.253188918,0.25966319,0.17827038,0.1964357,0.253387656,0.27480631,0.350230275,0.368787605,0.404801124,0.455911645,0.512737035,0.59849488,0.469554896,0.527669863,0.593416123,0.627524029,0.64433614,0.716088371,0.703681526,0.789757752,0.856602118,0.92225099,0.951323862,0.904613801,0.912399041,0.893330106,0.885679128,0.926188188,0.766062888
