category,country,scenario,source,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
IPC1,FRA,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,368000.0,394000.0,386000.0,367000.0,359000.0,367000.0,383000.0,375000.0,394000.0,391000.0,385000.0,392000.0,388000.0,393000.0,393000.0,397000.0,387000.0,378000.0,374000.0,357000.0,366000.0,341000.0,345000.0,343000.0,313000.0,318000.0,321000.0
IPC1,FSM,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,88.7,94.4,99.0,99.0,103.0,106.0,106.0,110.0,117.0,110.0,125.0,169.0,143.0,143.0,143.0,121.0,121.0,139.0,117.0,161.0,114.0,121.0,136.0,143.0,150.0,160.0,189.0
IPC1,GAB,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,4440.0,4480.0,4870.0,4920.0,4330.0,4540.0,4680.0,4700.0,4880.0,4720.0,4590.0,4680.0,4440.0,4510.0,4560.0,4760.0,4040.0,4000.0,4060.0,4120.0,4700.0,4850.0,5010.0,5200.0,5040.0,3460.0,3620.0
IPC1,GBR,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,578000.0,587000.0,571000.0,559000.0,552000.0,543000.0,564000.0,541000.0,545000.0,538000.0,545000.0,556000.0,539000.0,549000.0,549000.0,548000.0,547000.0,537000.0,525000.0,480000.0,496000.0,454000.0,472000.0,459000.0,420000.0,405000.0,383000.0
IPC1,GEO,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,33800.0,26700.0,16100.0,9000.0,5850.0,3880.0,6670.0,7340.0,5950.0,4560.0,3180.0,3430.0,3130.0,3310.0,4040.0,4020.0,4950.0,5290.0,5120.0,5120.0,5780.0,7270.0,7640.0,7020.0,8140.0,6440.0,6770.0
IPC1,GHA,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,2570.0,2080.0,2600.0,2810.0,2980.0,3290.0,3600.0,3700.0,4240.0,4740.0,4870.0,5280.0,5750.0,6370.0,5800.0,6340.0,7680.0,7520.0,6980.0,5760.0,7700.0,7950.0,9050.0,11000.0,10800.0,10200.0,10300.0
IPC1,GIN,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,1000.0,1030.0,1060.0,1090.0,1130.0,1170.0,1240.0,1290.0,1360.0,1430.0,1490.0,1560.0,1620.0,1700.0,1760.0,1830.0,1890.0,1970.0,2000.0,2110.0,2490.0,2600.0,2420.0,2110.0,2200.0,2850.0,2870.0
IPC1,GMB,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,176.0,180.0,180.0,187.0,187.0,198.0,198.0,198.0,213.0,231.0,246.0,253.0,290.0,290.0,297.0,297.0,308.0,352.0,367.0,378.0,429.0,448.0,451.0,429.0,510.0,523.0,527.0
IPC1,GNB,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,172.0,176.0,180.0,183.0,183.0,183.0,183.0,202.0,172.0,194.0,147.0,150.0,154.0,195.0,202.0,213.0,217.0,231.0,228.0,235.0,239.0,246.0,253.0,257.0,271.0,315.0,317.0
IPC1,GNQ,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,66.0,143.0,158.0,99.0,33.0,128.0,114.0,290.0,165.0,466.0,455.0,3100.0,4980.0,6010.0,5220.0,4710.0,4760.0,4800.0,4510.0,4620.0,4680.0,6130.0,5120.0,5170.0,5350.0,5170.0,5400.0
IPC1,GRC,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,74800.0,74900.0,76800.0,76500.0,78600.0,78700.0,80800.0,85300.0,89800.0,89200.0,94100.0,96500.0,96200.0,100000.0,101000.0,104000.0,103000.0,105000.0,102000.0,97700.0,90700.0,89600.0,85900.0,75800.0,72500.0,69200.0,65400.0
IPC1,GRD,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,106.0,110.0,117.0,121.0,143.0,150.0,154.0,169.0,176.0,194.0,191.0,194.0,205.0,218.0,206.0,218.0,231.0,240.0,254.0,254.0,260.0,254.0,272.0,304.0,242.0,250.0,255.0
IPC1,GTM,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,3700.0,4750.0,6610.0,6970.0,9340.0,9200.0,7920.0,8540.0,9310.0,8970.0,9350.0,9900.0,10200.0,9780.0,10300.0,11000.0,11100.0,11000.0,9860.0,10800.0,9950.0,10100.0,10200.0,11800.0,16100.0,13900.0,14700.0
IPC1,GUY,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,1440.0,1440.0,1440.0,1440.0,1440.0,1470.0,1530.0,1680.0,1770.0,1720.0,1690.0,2090.0,1660.0,1660.0,1660.0,1470.0,1310.0,1590.0,1590.0,1600.0,1750.0,1820.0,2030.0,1970.0,2050.0,1990.0,2040.0
IPC1,HND,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,2270.0,2350.0,2750.0,2490.0,3030.0,3520.0,3490.0,3640.0,4200.0,4250.0,4390.0,5050.0,5480.0,6130.0,6670.0,6870.0,6170.0,7890.0,7780.0,6980.0,7180.0,8140.0,8130.0,8220.0,8620.0,9440.0,9960.0
IPC1,HRV,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,21000.0,15400.0,14600.0,15400.0,14400.0,15300.0,15800.0,16700.0,17600.0,18100.0,17500.0,18500.0,19700.0,21000.0,20400.0,20800.0,20900.0,22200.0,21000.0,19800.0,19000.0,18800.0,17400.0,16600.0,15700.0,15900.0,16300.0
IPC1,HTI,HISTCR,PRIMAP-hist_v2.0,Gg,Energy-CO2,895.0,873.0,810.0,612.0,301.0,902.0,1030.0,1370.0,1230.0,1330.0,1370.0,1470.0,1680.0,1590.0,1840.0,1930.0,1970.0,2250.0,2250.0,2120.0,1980.0,2070.0,2160.0,2260.0,2710.0,2800.0,2850.0
