"sectorCode","sector","unit","ISO","countries","entity","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017",
"IPC1","Energy","MtCO2eq","CMR","CAMEROON","CH4",7.0887,7.1167,7.1483,8.0017,24.7701,23.1209,19.9644,17.9465,16.4078,14.7826,12.7753,12.1348,11.2443,10.8997,11.2675,11.5279,11.5651,11.364,11.7277,11.8626,10.3085,9.6285,9.4464,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","COD","CONGO, DEMOCRATIC REPUBLIC OF THE","CH4",2.559,2.6356,2.7085,2.7791,6.3288,5.9695,6.2803,6.2131,5.688,5.127,5.8307,6.115,6.2631,6.7917,6.5642,6.6372,6.7412,7.1372,7.212,7.2069,7.2928,7.4149,7.4657,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","COG","CONGO, REPUBLIC OF THE","CH4",6.4846,6.4909,6.5182,6.5664,6.1471,7.061,8.4796,8.3982,9.1398,8.4646,7.9106,7.4615,5.0174,5.7892,5.8655,7.1412,7.7989,6.5399,6.3862,7.0091,7.3383,6.137,5.9334,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","COK","COOK ISLANDS","CH4",1.7871e-05,1.8564e-05,2.2113e-05,2.31e-05,2.394e-05,2.1819e-05,3.8199e-05,2.9631e-05,2.6439e-05,2.8245e-05,4.389e-05,4.1181e-05,3.2046e-05,3.1458e-05,3.2504e-05,3.8193e-05,4.5213e-05,3.8472e-05,4.3869e-05,4.3638e-05,4.8216e-05,4.9287e-05,4.893e-05,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","COL","COLOMBIA","CH4",5.6631,5.678,6.1379,6.7136,6.0306,6.6066,6.097,7.0801,7.4558,6.53,7.2517,7.4002,8.1058,8.5394,8.6623,8.8818,9.2626,9.6056,10.0547,10.7876,11.4795,11.9229,12.1413,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","COM","COMOROS","CH4",0.011654,0.012085,0.01239,0.012762,0.013173,0.013431,0.013426,0.014531,0.014314,0.015577,0.017276,0.024442,0.022659,0.019223,0.036898,0.040138,0.041156,0.052033,0.055448,0.057138,0.059358,0.06107,0.062028,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CPV","CAPE VERDE","CH4",0.0037826,0.0040105,0.0035447,0.0035582,0.0066271,0.0065552,0.0065782,0.007371,0.0072319,0.0081764,0.010771,0.010563,0.01129,0.012169,0.018473,0.021231,0.019678,0.020986,0.023135,0.023603,0.02443,0.024984,0.025203,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CRI","COSTA RICA","CH4",0.11984,0.10381,0.091543,0.071504,0.0532,0.038036,0.020875,0.02702,0.032875,0.039001,0.04515,0.052307,0.057835,0.062645,0.096451,0.10597,0.11501,0.12983,0.13376,0.10541,0.11831,0.11106,0.11183,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CUB","CUBA","CH4",0.8022,0.67569,0.61978,0.526,0.4935,0.48035,0.53941,2.3311,1.6371,1.741,1.7651,2.1142,2.4629,2.5452,2.5096,2.4624,2.6583,2.7412,2.7418,2.7543,2.1293,2.0038,1.9825,NaN,NaN,NaN,NaN,,
"IPC1","Energy","MtCO2eq","CYP","CYPRUS","CH4",0.011026,0.011513,0.011799,0.011922,0.020481,0.019126,0.019733,0.017586,0.02019,0.020603,0.018704,0.018952,0.019445,0.020331,0.019069,0.019711,0.020373,0.025936,0.024632,0.021062,0.020079,0.020066,0.019351,0.015683,0.015461,0.016747,0.01745,,
